ville,date_extraction,latitude,longitude,temperature,pressure,humidity,wind_speed,wind_degree,clouds,visibility,main,description
Lagos,2025-06-25 14:26:43,6.5833,3.75,29.04,1014,72,2.38,218,95,10000,Clouds,overcast clouds
