date_extraction,temperature,clouds,pressure,visibility,wind_speed,humidity,wind_degree,ville
2022-11-01,15.5,70,1010.3,,9.7,90,268,New York
2022-11-02,14.7,1,1018.5,,10.2,77,351,New York
2022-11-03,12.2,1,1022.3,,7.3,82,130,New York
2022-11-04,13.6,64,1021.2,,7.8,90,197,New York
2022-11-05,18.1,73,1017.5,,15.9,84,182,New York
2022-11-06,19.9,74,1016.1,,17.3,80,193,New York
2022-11-07,19.5,21,1016.0,,17.3,64,272,New York
2022-11-08,10.4,13,1026.8,,17.7,48,356,New York
2022-11-09,7.2,12,1030.1,,10.7,64,41,New York
2022-11-10,11.0,22,1022.0,,8.9,84,220,New York
2022-11-11,15.8,100,1009.4,,12.4,92,164,New York
2022-11-12,18.5,55,996.7,,19.9,78,230,New York
2022-11-13,10.4,68,1005.5,,17.7,69,316,New York
2022-11-14,4.7,2,1019.3,,14.5,56,314,New York
2022-11-15,4.2,77,1022.9,,11.9,74,34,New York
2022-11-16,7.3,86,1007.2,,21.1,78,319,New York
2022-11-17,4.4,45,1007.9,,20.2,60,268,New York
2022-11-18,3.2,24,1013.0,,19.0,58,253,New York
2022-11-19,1.4,9,1015.4,,13.7,56,249,New York
2022-11-20,0.4,6,1013.6,,21.0,52,277,New York
2022-11-21,0.2,22,1022.5,,15.4,53,231,New York
2022-11-22,4.4,1,1019.9,,11.6,60,247,New York
2022-11-23,5.7,0,1017.1,,10.6,60,295,New York
2022-11-24,5.1,38,1021.3,,8.0,82,146,New York
2022-11-25,7.5,77,1007.8,,15.6,82,263,New York
2022-11-26,7.4,30,1009.8,,15.5,60,282,New York
2022-11-27,8.9,96,1000.8,,15.2,78,216,New York
2022-11-28,9.5,32,999.4,,21.3,69,296,New York
2022-11-29,3.1,60,1017.8,,7.5,75,353,New York
2022-11-30,8.1,92,1008.4,,20.5,85,205,New York
2022-12-01,3.0,19,1016.6,,19.1,51,279,New York
2022-12-02,1.3,11,1026.4,,8.1,72,228,New York
2022-12-03,9.8,81,1014.5,,23.9,82,224,New York
2022-12-04,3.8,18,1016.0,,11.9,61,304,New York
2022-12-05,1.8,42,1018.4,,8.1,75,211,New York
2022-12-06,8.2,100,1019.3,,13.2,93,143,New York
2022-12-07,12.5,91,1015.0,,11.2,96,206,New York
2022-12-08,8.8,68,1016.3,,16.2,74,329,New York
2022-12-09,3.3,1,1019.1,,16.8,63,2,New York
2022-12-10,1.3,35,1021.8,,14.7,63,32,New York
2022-12-11,2.7,100,1017.3,,13.8,85,51,New York
2022-12-12,1.0,48,1015.1,,15.0,80,3,New York
2022-12-13,-1.0,0,1018.3,,12.3,68,327,New York
2022-12-14,0.2,50,1014.6,,14.8,61,327,New York
2022-12-15,1.9,100,1015.0,,18.5,85,55,New York
2022-12-16,4.7,100,998.5,,27.0,93,30,New York
2022-12-17,3.6,33,1000.5,,18.4,68,277,New York
2022-12-18,0.6,27,1007.0,,14.2,65,282,New York
2022-12-19,0.1,3,1016.3,,19.1,59,287,New York
2022-12-20,0.0,9,1022.6,,14.0,65,315,New York
2022-12-21,-1.0,48,1025.7,,6.1,74,351,New York
2022-12-22,2.6,100,1019.4,,16.0,90,58,New York
2022-12-23,3.2,72,987.7,,34.5,79,207,New York
2022-12-24,-10.9,16,1002.3,,28.1,36,260,New York
2022-12-25,-6.5,0,1007.1,,20.4,44,248,New York
2022-12-26,-4.9,49,1016.0,,14.3,44,265,New York
2022-12-27,-1.8,36,1018.8,,10.6,57,251,New York
2022-12-28,0.5,62,1020.0,,11.2,70,223,New York
2022-12-29,2.7,68,1019.7,,11.0,76,224,New York
2022-12-30,6.0,44,1018.7,,10.5,76,216,New York
2022-12-31,8.5,100,1010.1,,8.9,98,211,New York
2023-01-01,8.8,43,1006.1,,12.6,84,280,New York
2023-01-02,7.7,86,1013.2,,6.6,83,248,New York
2023-01-03,9.3,100,1008.9,,9.7,97,193,New York
2023-01-04,12.9,99,1004.2,,10.9,94,215,New York
2023-01-05,9.8,97,1006.7,,8.1,93,73,New York
2023-01-06,6.0,71,1009.4,,9.7,86,308,New York
2023-01-07,3.5,50,1014.5,,13.3,68,294,New York
2023-01-08,1.1,39,1018.7,,8.7,70,293,New York
2023-01-09,2.9,43,1008.6,,9.5,76,282,New York
2023-01-10,2.5,81,1010.6,,9.9,68,286,New York
2023-01-11,0.8,83,1017.0,,9.5,69,45,New York
2023-01-12,5.0,89,1012.1,,12.5,90,116,New York
2023-01-13,9.0,100,996.7,,20.8,79,246,New York
2023-01-14,0.8,100,1003.3,,23.8,56,351,New York
2023-01-15,0.5,40,1009.3,,28.5,50,354,New York
2023-01-16,1.3,12,1006.5,,16.8,41,337,New York
2023-01-17,2.3,70,1000.6,,8.1,57,249,New York
2023-01-18,6.4,51,1002.6,,16.0,78,281,New York
2023-01-19,3.8,100,1006.9,,9.9,92,44,New York
2023-01-20,5.2,56,998.9,,17.5,79,287,New York
2023-01-21,2.6,49,1012.9,,12.6,66,318,New York
2023-01-22,1.2,87,1013.3,,9.4,80,105,New York
2023-01-23,2.3,91,998.2,,20.0,90,331,New York
2023-01-24,2.1,44,1013.3,,15.8,64,272,New York
2023-01-25,2.0,100,1014.2,,15.0,85,118,New York
2023-01-26,7.3,55,996.8,,24.7,69,256,New York
2023-01-27,2.0,22,1012.1,,12.3,65,251,New York
2023-01-28,4.2,64,1017.4,,14.5,62,230,New York
2023-01-29,5.4,93,1017.1,,13.3,72,213,New York
2023-01-30,5.9,61,1014.4,,9.0,83,227,New York
2023-01-31,3.2,99,1015.4,,12.0,68,340,New York
2023-02-01,-0.8,46,1017.8,,11.2,54,346,New York
2023-02-02,-0.4,75,1014.1,,10.4,55,233,New York
2023-02-03,-4.6,39,1009.9,,30.4,42,300,New York
2023-02-04,-9.8,19,1027.4,,20.2,35,292,New York
2023-02-05,1.1,97,1016.3,,14.7,55,213,New York
2023-02-06,3.9,29,1010.4,,16.5,70,345,New York
2023-02-07,0.2,63,1019.1,,13.4,71,126,New York
2023-02-08,4.6,41,1015.8,,12.8,75,292,New York
2023-02-09,4.5,87,1015.3,,11.0,80,157,New York
2023-02-10,11.0,44,1005.8,,19.8,66,263,New York
2023-02-11,3.5,21,1017.1,,14.4,54,307,New York
2023-02-12,2.6,100,1012.3,,6.5,68,37,New York
2023-02-13,6.4,48,997.4,,17.4,49,334,New York
2023-02-14,6.0,18,1009.4,,16.3,53,288,New York
2023-02-15,9.9,80,1011.2,,17.8,62,204,New York
2023-02-16,12.5,91,1008.7,,11.1,71,226,New York
2023-02-17,9.5,92,999.5,,21.9,83,269,New York
2023-02-18,0.7,18,1018.2,,16.6,51,285,New York
2023-02-19,3.8,88,1018.3,,14.9,71,187,New York
2023-02-20,8.7,76,1001.3,,13.2,75,256,New York
2023-02-21,4.2,82,998.4,,10.9,85,32,New York
2023-02-22,2.3,77,1011.9,,8.9,79,360,New York
2023-02-23,4.3,85,1006.6,,12.9,88,63,New York
2023-02-24,3.7,41,1015.9,,21.7,61,321,New York
2023-02-25,-3.2,67,1023.2,,9.8,63,347,New York
2023-02-26,2.0,23,1007.0,,14.4,72,247,New York
2023-02-27,1.4,62,1007.2,,13.2,65,100,New York
2023-02-28,0.8,81,1001.2,,14.2,94,47,New York
2023-03-01,1.7,55,1012.5,,12.4,80,106,New York
2023-03-02,6.6,100,1000.8,,13.9,79,331,New York
2023-03-03,3.1,85,1009.2,,14.0,71,76,New York
2023-03-04,5.2,96,995.5,,20.2,83,19,New York
2023-03-05,5.3,38,1013.0,,14.9,65,305,New York
2023-03-06,5.6,44,1012.8,,15.6,58,306,New York
2023-03-07,3.5,58,1004.7,,21.8,52,318,New York
2023-03-08,2.7,25,1013.6,,23.1,54,338,New York
2023-03-09,4.1,37,1015.3,,17.0,61,342,New York
2023-03-10,3.1,88,1009.2,,11.1,77,65,New York
2023-03-11,4.0,80,1001.3,,17.9,82,13,New York
2023-03-12,3.2,59,1009.9,,11.5,66,356,New York
2023-03-13,4.4,100,1005.9,,14.7,92,67,New York
2023-03-14,1.9,100,995.0,,31.6,77,296,New York
2023-03-15,3.0,57,1002.8,,33.1,52,308,New York
2023-03-16,5.3,47,1009.9,,13.5,45,283,New York
2023-03-17,8.3,98,1000.7,,11.4,62,201,New York
2023-03-18,7.4,74,999.9,,16.5,58,290,New York
2023-03-19,1.0,16,1009.7,,21.1,42,279,New York
2023-03-20,2.9,0,1018.3,,11.8,52,236,New York
2023-03-21,7.2,29,1021.1,,12.6,48,242,New York
2023-03-22,7.6,80,1020.3,,14.2,66,184,New York
2023-03-23,10.5,99,1007.4,,14.6,87,230,New York
2023-03-24,8.5,98,1008.0,,10.8,61,326,New York
2023-03-25,5.4,99,1007.4,,17.7,84,72,New York
2023-03-26,9.1,7,1005.5,,16.5,62,272,New York
2023-03-27,7.6,49,1009.8,,12.0,63,70,New York
2023-03-28,6.3,72,1011.7,,11.4,72,350,New York
2023-03-29,5.1,38,1013.5,,12.4,62,188,New York
2023-03-30,3.0,21,1018.1,,18.7,47,309,New York
2023-03-31,5.7,93,1016.7,,11.8,74,167,New York
2023-04-01,14.6,93,994.8,,20.5,79,225,New York
2023-04-02,6.7,21,1005.3,,22.6,46,311,New York
2023-04-03,6.9,23,1012.8,,16.2,66,157,New York
2023-04-04,13.0,42,1010.8,,9.3,81,168,New York
2023-04-05,11.5,96,1016.3,,14.9,89,74,New York
2023-04-06,16.4,95,1013.5,,9.1,83,253,New York
2023-04-07,11.0,99,1020.0,,16.1,41,319,New York
2023-04-08,5.8,99,1025.4,,10.0,48,314,New York
2023-04-09,6.2,23,1025.9,,11.8,65,136,New York
2023-04-10,8.9,1,1023.6,,10.0,67,214,New York
2023-04-11,14.6,68,1013.8,,17.1,40,249,New York
2023-04-12,20.2,56,1004.8,,17.9,37,282,New York
2023-04-13,21.8,0,1004.7,,13.3,44,266,New York
2023-04-14,21.8,68,1005.2,,12.0,44,212,New York
2023-04-15,17.4,90,1006.1,,11.7,84,160,New York
2023-04-16,15.5,99,1003.7,,9.9,89,136,New York
2023-04-17,14.2,74,997.1,,13.9,74,232,New York
2023-04-18,11.0,30,1001.6,,23.3,44,267,New York
2023-04-19,10.1,31,1010.9,,14.2,51,284,New York
2023-04-20,10.2,54,1016.1,,9.9,65,98,New York
2023-04-21,12.9,44,1012.2,,12.8,74,107,New York
2023-04-22,14.0,96,1007.4,,17.9,86,115,New York
2023-04-23,14.4,69,1004.7,,14.0,74,289,New York
2023-04-24,11.0,32,1010.6,,11.5,56,287,New York
2023-04-25,10.1,46,1014.7,,9.3,58,316,New York
2023-04-26,9.8,54,1016.9,,10.1,73,138,New York
2023-04-27,10.4,61,1016.4,,10.1,83,146,New York
2023-04-28,9.6,96,1014.5,,15.4,79,82,New York
2023-04-29,10.5,100,1005.9,,21.5,94,74,New York
2023-04-30,12.5,100,992.9,,16.4,97,72,New York
2023-05-01,12.4,58,986.0,,23.0,63,242,New York
2023-05-02,10.2,84,990.0,,16.0,67,241,New York
2023-05-03,9.2,78,993.3,,10.3,70,258,New York
2023-05-04,10.0,78,1004.4,,10.8,80,6,New York
2023-05-05,11.4,34,1015.5,,7.1,78,341,New York
2023-05-06,14.0,32,1016.8,,9.9,65,313,New York
2023-05-07,16.1,59,1009.4,,11.4,59,268,New York
2023-05-08,17.9,50,1002.7,,13.5,63,323,New York
2023-05-09,13.9,70,1008.4,,10.6,54,55,New York
2023-05-10,14.1,3,1014.2,,8.6,64,243,New York
2023-05-11,17.6,12,1013.1,,10.0,55,242,New York
2023-05-12,20.9,65,1011.5,,8.6,55,236,New York
2023-05-13,21.8,93,1010.1,,11.2,48,305,New York
2023-05-14,17.4,72,1015.3,,14.4,44,354,New York
2023-05-15,17.3,6,1015.3,,13.6,39,290,New York
2023-05-16,20.1,53,1001.1,,16.5,38,248,New York
2023-05-17,14.9,23,1002.0,,20.3,41,336,New York
2023-05-18,10.9,0,1019.1,,13.7,54,136,New York
2023-05-19,14.6,70,1020.3,,17.5,71,163,New York
2023-05-20,15.6,100,1011.2,,10.2,92,125,New York
2023-05-21,17.1,71,1007.7,,16.7,67,318,New York
2023-05-22,16.6,14,1015.2,,11.3,71,64,New York
2023-05-23,14.3,46,1020.1,,10.6,75,122,New York
2023-05-24,15.4,33,1011.9,,10.8,68,81,New York
2023-05-25,14.5,30,1013.8,,18.9,55,10,New York
2023-05-26,15.9,1,1018.1,,9.9,56,17,New York
2023-05-27,16.9,44,1019.5,,10.3,55,162,New York
2023-05-28,17.5,32,1014.1,,11.1,57,191,New York
2023-05-29,18.3,16,1010.9,,15.1,60,111,New York
2023-05-30,15.4,0,1016.3,,12.4,68,98,New York
2023-05-31,15.9,5,1016.1,,8.1,74,117,New York
2023-06-01,19.3,20,1012.6,,7.1,72,161,New York
2023-06-02,22.1,24,1006.8,,8.2,63,152,New York
2023-06-03,18.1,95,1008.7,,17.9,74,64,New York
2023-06-04,15.3,51,1010.2,,14.6,57,21,New York
2023-06-05,17.6,55,1005.5,,11.9,55,337,New York
2023-06-06,19.3,39,999.2,,16.1,49,321,New York
2023-06-07,18.6,9,997.3,,15.0,44,307,New York
2023-06-08,16.6,22,999.8,,8.7,56,296,New York
2023-06-09,16.7,50,1001.0,,8.7,66,297,New York
2023-06-10,18.9,36,1002.4,,11.2,63,298,New York
2023-06-11,21.0,84,1005.0,,10.9,66,162,New York
2023-06-12,20.7,99,1001.3,,17.2,79,150,New York
2023-06-13,20.8,40,998.5,,15.3,64,278,New York
2023-06-14,18.3,56,995.8,,13.8,73,212,New York
2023-06-15,20.2,33,997.3,,15.6,60,291,New York
2023-06-16,19.0,64,1000.3,,8.8,75,172,New York
2023-06-17,19.8,25,999.0,,16.8,63,320,New York
2023-06-18,21.2,46,1004.3,,14.0,55,312,New York
2023-06-19,20.3,40,1010.9,,11.5,74,88,New York
2023-06-20,19.3,99,1015.9,,12.7,72,100,New York
2023-06-21,18.6,100,1017.9,,18.0,69,76,New York
2023-06-22,17.9,100,1014.9,,17.4,72,54,New York
2023-06-23,19.6,93,1010.6,,12.8,88,121,New York
2023-06-24,21.4,95,1004.7,,10.5,91,168,New York
2023-06-25,22.8,53,1003.5,,8.1,85,182,New York
2023-06-26,21.6,100,1001.8,,11.9,90,126,New York
2023-06-27,21.5,93,999.7,,9.4,89,171,New York
2023-06-28,22.6,76,1003.3,,7.1,80,286,New York
2023-06-29,22.1,25,1009.6,,9.8,70,311,New York
2023-06-30,22.8,53,1011.2,,8.9,74,176,New York
2023-07-01,22.3,64,1010.7,,12.9,71,168,New York
2023-07-02,24.2,90,1005.3,,12.6,83,190,New York
2023-07-03,25.3,41,1004.0,,10.3,82,238,New York
2023-07-04,24.5,55,1006.2,,6.4,84,264,New York
2023-07-05,26.1,21,1008.6,,5.3,76,174,New York
2023-07-06,25.8,2,1007.6,,11.3,77,170,New York
2023-07-07,25.0,79,1005.3,,8.7,84,148,New York
2023-07-08,25.2,88,1004.6,,7.1,84,157,New York
2023-07-09,23.0,99,1004.1,,8.2,89,150,New York
2023-07-10,24.1,77,1002.1,,9.9,79,325,New York
2023-07-11,24.6,3,1005.6,,7.5,64,286,New York
2023-07-12,26.5,24,1007.0,,8.3,62,245,New York
2023-07-13,26.7,59,1005.0,,12.5,67,186,New York
2023-07-14,24.2,90,1005.8,,9.0,85,153,New York
2023-07-15,24.5,75,1007.5,,7.8,89,148,New York
2023-07-16,23.8,92,1003.9,,11.0,93,197,New York
2023-07-17,25.3,30,1006.6,,8.9,79,211,New York
2023-07-18,24.7,43,1008.1,,9.2,81,203,New York
2023-07-19,22.8,55,1010.0,,6.5,83,233,New York
2023-07-20,23.9,52,1008.8,,8.1,77,107,New York
2023-07-21,24.1,48,1002.1,,10.2,82,198,New York
2023-07-22,23.3,40,1003.0,,11.0,66,326,New York
2023-07-23,23.7,15,1008.1,,8.0,64,258,New York
2023-07-24,24.1,49,1012.6,,12.1,68,182,New York
2023-07-25,23.0,43,1012.3,,7.1,86,218,New York
2023-07-26,23.7,27,1012.3,,10.9,76,211,New York
2023-07-27,27.0,72,1008.1,,16.4,76,223,New York
2023-07-28,27.4,18,1008.5,,9.2,74,253,New York
2023-07-29,27.6,69,1003.0,,16.3,69,262,New York
2023-07-30,21.8,29,1006.9,,14.5,59,335,New York
2023-07-31,22.5,23,1008.6,,8.0,58,316,New York
2023-08-01,21.7,17,1013.4,,11.8,55,353,New York
2023-08-02,20.7,33,1016.2,,8.9,59,356,New York
2023-08-03,21.3,50,1013.1,,15.4,64,185,New York
2023-08-04,22.9,59,1008.2,,13.8,70,215,New York
2023-08-05,24.2,59,1008.2,,7.5,67,358,New York
2023-08-06,24.0,36,1009.6,,10.9,62,149,New York
2023-08-07,24.0,84,1005.2,,17.8,85,173,New York
2023-08-08,23.7,61,998.2,,18.1,75,260,New York
2023-08-09,24.2,11,1001.0,,18.3,57,288,New York
2023-08-10,21.8,77,999.7,,8.2,84,214,New York
2023-08-11,23.1,20,1001.7,,12.3,71,282,New York
2023-08-12,22.5,66,1006.0,,10.1,80,171,New York
2023-08-13,25.1,43,1005.4,,10.6,75,278,New York
2023-08-14,24.3,81,1008.0,,9.2,71,211,New York
2023-08-15,23.8,88,1002.4,,11.5,85,21,New York
2023-08-16,22.7,77,1006.6,,7.8,87,114,New York
2023-08-17,22.7,72,1007.4,,11.3,89,121,New York
2023-08-18,23.5,37,1001.6,,16.0,70,260,New York
2023-08-19,20.5,20,1008.7,,14.1,59,277,New York
2023-08-20,22.4,23,1012.4,,8.4,64,261,New York
2023-08-21,24.8,79,1010.9,,9.1,69,295,New York
2023-08-22,21.9,83,1012.1,,16.9,59,4,New York
2023-08-23,20.2,35,1013.6,,8.7,65,57,New York
2023-08-24,21.1,94,1011.2,,12.3,75,160,New York
2023-08-25,23.2,81,1005.6,,12.5,83,190,New York
2023-08-26,24.5,43,1004.2,,7.2,78,350,New York
2023-08-27,23.0,18,1007.0,,10.1,73,359,New York
2023-08-28,21.4,94,1010.7,,10.5,84,115,New York
2023-08-29,22.4,94,1007.6,,8.1,82,96,New York
2023-08-30,24.2,75,1000.8,,12.3,72,291,New York
2023-08-31,20.3,44,1007.6,,17.6,57,4,New York
2023-09-01,18.7,0,1017.9,,10.6,61,42,New York
2023-09-02,19.5,42,1015.4,,11.1,71,201,New York
2023-09-03,25.0,30,1007.8,,10.0,62,274,New York
2023-09-04,26.7,51,1005.3,,9.9,66,324,New York
2023-09-05,27.9,74,1006.7,,8.4,69,354,New York
2023-09-06,28.7,7,1004.4,,6.7,64,329,New York
2023-09-07,27.5,48,1003.4,,8.8,67,221,New York
2023-09-08,24.9,91,1007.6,,8.1,84,150,New York
2023-09-09,23.5,96,1012.2,,6.9,88,88,New York
2023-09-10,21.7,91,1012.7,,5.9,92,26,New York
2023-09-11,22.6,69,1009.9,,5.2,86,43,New York
2023-09-12,22.8,54,1009.2,,8.0,80,297,New York
2023-09-13,22.1,78,1007.1,,7.1,86,242,New York
2023-09-14,20.1,13,1010.7,,14.0,68,343,New York
2023-09-15,17.1,64,1011.1,,19.8,63,1,New York
2023-09-16,18.8,76,1006.7,,16.8,56,313,New York
2023-09-17,18.1,49,1007.6,,7.5,69,237,New York
2023-09-18,18.7,85,1002.5,,9.5,90,344,New York
2023-09-19,17.7,2,1007.4,,14.5,69,290,New York
2023-09-20,17.0,28,1014.2,,9.2,69,299,New York
2023-09-21,16.6,35,1018.1,,8.8,73,6,New York
2023-09-22,17.0,100,1020.5,,13.9,74,73,New York
2023-09-23,14.9,100,1014.2,,25.4,88,42,New York
2023-09-24,17.0,100,1009.3,,26.7,92,58,New York
2023-09-25,15.9,100,1011.6,,22.2,92,40,New York
2023-09-26,15.0,86,1020.2,,19.3,81,41,New York
2023-09-27,13.5,36,1020.6,,13.9,68,42,New York
2023-09-28,14.1,80,1018.5,,12.9,83,34,New York
2023-09-29,14.9,98,1015.0,,19.9,93,33,New York
2023-09-30,16.1,75,1015.0,,14.8,85,5,New York
2023-10-01,18.7,0,1015.3,,13.6,77,358,New York
2023-10-02,19.6,23,1015.7,,11.1,78,4,New York
2023-10-03,19.0,38,1015.2,,5.0,83,247,New York
2023-10-04,19.8,14,1015.9,,7.0,84,198,New York
2023-10-05,17.7,46,1016.8,,9.1,88,154,New York
2023-10-06,19.6,100,1010.4,,11.0,93,116,New York
2023-10-07,16.9,78,1000.3,,14.0,89,318,New York
2023-10-08,12.6,36,998.4,,19.2,60,256,New York
2023-10-09,11.3,32,1002.4,,13.1,63,240,New York
2023-10-10,13.1,69,1003.7,,9.5,69,238,New York
2023-10-11,13.8,20,1005.1,,7.4,71,248,New York
2023-10-12,13.6,16,1005.9,,7.0,74,298,New York
2023-10-13,12.6,22,1008.3,,10.6,67,334,New York
2023-10-14,10.3,95,1003.3,,9.9,84,22,New York
2023-10-15,11.9,58,994.1,,19.4,70,337,New York
2023-10-16,11.4,24,997.5,,11.7,77,314,New York
2023-10-17,12.0,45,1006.5,,9.0,79,343,New York
2023-10-18,11.9,58,1014.0,,5.6,81,268,New York
2023-10-19,12.5,53,1013.5,,10.9,80,192,New York
2023-10-20,15.0,98,1001.0,,14.6,92,162,New York
2023-10-21,14.3,76,987.5,,15.7,82,297,New York
2023-10-22,11.3,56,998.2,,21.4,62,290,New York
2023-10-23,10.4,16,1013.2,,14.3,67,319,New York
2023-10-24,10.4,18,1021.0,,7.5,79,199,New York
2023-10-25,14.1,39,1019.1,,10.9,68,225,New York
2023-10-26,16.8,42,1016.8,,9.4,66,233,New York
2023-10-27,17.3,56,1013.2,,10.1,71,238,New York
2023-10-28,20.4,22,1010.2,,13.1,72,278,New York
2023-10-29,12.5,99,1012.7,,14.5,80,28,New York
2023-10-30,13.6,98,1004.0,,12.6,86,324,New York
2023-10-31,8.9,92,1011.3,,9.3,60,1,New York
2023-11-01,6.5,57,1011.3,,13.4,68,334,New York
2023-11-02,4.1,5,1024.2,,8.8,66,278,New York
2023-11-03,6.3,6,1024.3,,10.8,69,209,New York
2023-11-04,8.4,90,1017.0,,8.0,73,222,New York
2023-11-05,10.2,49,1011.3,,8.1,73,329,New York
2023-11-06,7.8,55,1013.6,,9.0,73,47,New York
2023-11-07,13.7,65,1003.2,,13.9,75,243,New York
2023-11-08,7.2,43,1011.2,,13.0,58,336,New York
2023-11-09,9.0,44,1006.7,,8.0,79,229,New York
2023-11-10,7.9,70,1012.7,,11.6,78,257,New York
2023-11-11,7.0,16,1019.7,,12.6,70,314,New York
2023-11-12,2.7,23,1025.3,,9.7,71,12,New York
2023-11-13,2.9,21,1020.0,,7.6,72,248,New York
2023-11-14,5.9,18,1018.3,,15.1,71,319,New York
2023-11-15,4.7,55,1022.6,,8.9,77,243,New York
2023-11-16,8.6,15,1017.4,,8.6,73,233,New York
2023-11-17,11.4,68,1010.3,,12.2,78,206,New York
2023-11-18,9.8,46,1001.8,,16.3,69,318,New York
2023-11-19,5.8,3,1007.1,,12.1,60,269,New York
2023-11-20,3.0,35,1020.7,,11.0,58,0,New York
2023-11-21,3.6,85,1023.4,,18.0,71,89,New York
2023-11-22,11.0,72,1001.2,,18.9,84,46,New York
2023-11-23,7.8,20,1004.4,,15.4,67,300,New York
2023-11-24,5.0,35,1014.1,,14.1,62,315,New York
2023-11-25,0.2,45,1022.4,,6.6,64,336,New York
2023-11-26,4.0,93,1014.5,,13.7,82,103,New York
2023-11-27,7.2,33,1000.2,,19.1,74,258,New York
2023-11-28,0.7,8,1005.3,,20.5,44,280,New York
2023-11-29,-1.4,37,1012.5,,14.2,53,254,New York
2023-11-30,2.8,32,1013.8,,12.0,59,224,New York
2023-12-01,4.8,84,1014.1,,8.7,82,212,New York
2023-12-02,8.6,98,1009.9,,8.3,92,240,New York
2023-12-03,8.3,100,1003.5,,11.1,98,67,New York
2023-12-04,7.1,58,1002.0,,14.9,77,264,New York
2023-12-05,3.6,60,1009.4,,10.7,67,311,New York
2023-12-06,1.3,46,1009.5,,11.9,69,336,New York
2023-12-07,0.0,72,1010.6,,10.9,74,260,New York
2023-12-08,2.8,36,1014.9,,7.3,84,212,New York
2023-12-09,6.5,58,1015.8,,7.6,91,194,New York
2023-12-10,11.6,82,1006.4,,14.9,94,191,New York
2023-12-11,5.7,59,1003.0,,22.9,73,312,New York
2023-12-12,1.9,6,1021.4,,13.1,63,242,New York
2023-12-13,2.8,2,1024.8,,13.3,61,270,New York
2023-12-14,0.3,20,1029.8,,10.5,62,276,New York
2023-12-15,4.2,18,1022.1,,12.5,65,249,New York
2023-12-16,5.8,42,1024.7,,9.9,71,14,New York
2023-12-17,9.3,100,1016.5,,14.3,91,94,New York
2023-12-18,11.4,74,986.5,,27.6,84,191,New York
2023-12-19,2.7,28,1007.3,,17.6,58,289,New York
2023-12-20,1.1,3,1021.2,,11.4,59,319,New York
2023-12-21,0.7,6,1023.6,,15.0,58,358,New York
2023-12-22,-2.3,61,1025.4,,7.3,59,1,New York
2023-12-23,0.4,84,1025.5,,5.7,84,54,New York
2023-12-24,4.1,87,1023.4,,5.0,92,357,New York
2023-12-25,5.7,86,1023.7,,6.4,90,46,New York
2023-12-26,4.6,100,1020.2,,5.3,97,68,New York
2023-12-27,6.7,100,1012.3,,8.2,97,48,New York
2023-12-28,9.7,100,999.8,,15.2,94,35,New York
2023-12-29,9.3,76,998.6,,9.0,82,256,New York
2023-12-30,5.1,76,998.3,,14.5,68,275,New York
2023-12-31,2.6,61,1007.9,,9.5,69,275,New York
2024-01-01,3.3,71,1010.4,,8.0,74,313,New York
2024-01-02,-0.2,0,1011.9,,9.6,72,316,New York
2024-01-03,1.2,51,1009.8,,9.4,72,272,New York
2024-01-04,1.8,59,1009.6,,14.2,65,313,New York
2024-01-05,-2.0,20,1018.1,,12.3,60,289,New York
2024-01-06,-1.3,92,1012.4,,12.2,87,64,New York
2024-01-07,1.3,90,998.7,,17.2,92,8,New York
2024-01-08,1.2,12,1019.2,,11.9,72,314,New York
2024-01-09,3.0,92,1013.1,,20.2,90,126,New York
2024-01-10,9.0,66,986.1,,28.2,68,238,New York
2024-01-11,4.3,32,1004.0,,14.6,63,249,New York
2024-01-12,3.8,64,1012.3,,12.2,76,131,New York
2024-01-13,8.9,59,989.8,,27.6,69,222,New York
2024-01-14,-0.1,22,1005.8,,23.2,47,248,New York
2024-01-15,-3.7,71,1016.7,,9.0,47,244,New York
2024-01-16,-3.0,92,1006.2,,13.7,83,349,New York
2024-01-17,-6.7,0,1009.1,,18.6,50,271,New York
2024-01-18,-3.7,86,1014.1,,11.7,52,238,New York
2024-01-19,-2.7,100,1005.0,,10.4,73,15,New York
2024-01-20,-6.3,50,1008.5,,20.7,52,305,New York
2024-01-21,-5.2,12,1019.9,,19.7,52,310,New York
2024-01-22,-2.7,48,1026.9,,12.0,56,243,New York
2024-01-23,0.8,93,1025.9,,9.2,69,253,New York
2024-01-24,2.6,100,1025.1,,6.3,96,114,New York
2024-01-25,8.6,100,1014.8,,10.4,97,266,New York
2024-01-26,5.9,94,1011.7,,9.8,95,60,New York
2024-01-27,5.1,95,1015.5,,8.4,85,357,New York
2024-01-28,3.1,100,1005.0,,17.2,95,41,New York
2024-01-29,2.7,83,1003.6,,18.0,74,350,New York
2024-01-30,0.2,56,1015.6,,9.8,72,64,New York
2024-01-31,1.9,88,1013.8,,8.1,76,138,New York
2024-02-01,2.0,67,1009.4,,10.0,82,244,New York
2024-02-02,3.5,77,1005.8,,12.0,85,353,New York
2024-02-03,0.9,9,1010.9,,17.0,57,3,New York
2024-02-04,0.7,1,1009.5,,11.3,60,352,New York
2024-02-05,0.7,1,1007.9,,16.5,52,3,New York
2024-02-06,-0.5,0,1015.0,,13.9,53,9,New York
2024-02-07,1.3,18,1019.1,,8.9,60,5,New York
2024-02-08,1.9,47,1019.4,,6.5,72,116,New York
