date_id,date,jour,mois,annee
20250626,2025-06-26,26,6,2025
20250625,2025-06-25 00:00:00,25,6,2025
20250627,2025-06-27 00:00:00,27,6,2025
20250625,2025-06-25 00:00:00,25,6,2025
20250627,2025-06-27 00:00:00,27,6,2025
20250627,2025-06-27 00:00:00,27,6,2025
20250625,2025-06-25 00:00:00,25,6,2025
20250629,2025-06-29 00:00:00,29,6,2025
20250627,2025-06-27 00:00:00,27,6,2025
20250625,2025-06-25 00:00:00,25,6,2025
20250629,2025-06-29 00:00:00,29,6,2025
