ville,date_extraction,latitude,longitude,temperature,pressure,humidity,wind_speed,wind_degree,clouds,visibility,main,description
São Paulo,2025-06-26,-23.5475,-46.6361,21.05,1018,60,3.09,60,0,10000,Clear,clear sky
