ville,date_extraction,latitude,longitude,temperature,pressure,humidity,wind_speed,wind_degree,clouds,visibility,main,description
Buenos Aires,2025-06-26,-34.6132,-58.3772,12.41,1020,34,1.54,0,0,10000,Clear,clear sky
