ville,date_extraction,latitude,longitude,temperature,pressure,humidity,wind_speed,wind_degree,clouds,visibility,main,description
Lagos,2025-06-30,6.5833,3.75,28.92,1013,70,4.31,228,72,10000,Rain,light rain
